,content,label
45000,노후준비하는 데에 있어서 너무 화가 나.,2
17446,내가 하는 소비는 지적하면서 아내는 꼭 필요해서 사는 거라고 하는데 짜증 나.,1
60227,제가 일을 잘 못합니다.,2
63669,솔직히 한달도 안사귀고 2년 기달려달라는건 제욕심 채우려는거같고ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2
60451, 이쯤되면 아이유도 민망할듯,2
4822,아이가 싸운 친구랑 화해했대.,0
3061,스트레스 없이 일하니까 정말 좋네. 마음이 편안해.,0
10107, 그리고 내가수가 되서 고마워요,0
7345, 앞으로는 다이아길만 걷게 해줄게요!!,0
20906,나 시가에 밥 먹으러 갔다가 처음 보는 친척분 때문에 기분이 상했어.,1
22483,연말에 남편이 정년퇴직하는데 연말이 다가올수록 남편이 예민해지네. 그래서 나도 짜증이 나더라고.,1
9364,와우 멋지다 제대로 돌아가네,0
24647,내 건강이 다시 나빠져서 기력을 잃게 되면 남편은 다른 건강한 여자를 만날 것 같아서 안달이 나.,1
30966,이 사람과 결혼해도 괜찮을까? 너무 혼란스러워.,1
15351,내가 임신했대. 아직 난 준비가 안 됐는데 정말 당혹스러워.,1
48459,내 친한 친구의 성적이 떨어졌는데 너무 슬퍼해서 나는 어떻게 해야 할지를 모르겠어.,2
57757,일주일 넘게 친구들이 나를 피하네. 이제 낙담했어.,2
34216,...? 졸업하고 일자리 알아보면 되는거 아닌가 학교에 왜 붙어있지,1
54522,시한부 선고를 받은 나를 위해 아내가 마지막 여행 계획을 세웠어. 슬프고 감동받았어.,2
14721,남편이 내년 퇴직이야. 앞으로 돈 들어갈 일이 많은데 남편은 천하태평이니 나라도 지금부터 아르바이트라도 해야 할까 봐.,1
7933,이 모든 괴물들과 싸우느라 정말 고생했어여.,0
7689,김비서 님 티티 각임미다♡♡ 넘무 귀여우심,0
22011,나 괴롭힘당하는데 부모님에게 이야기해 볼까?,1
7389,임신 축하드려요 지영누나,0
20330,오늘 아들이 프로게이머가 되고 싶다고 말했어. 내가 볼 때에는 아들이 프로게이머로 성공할지 잘 몰라서 걱정이야.,1
37129,일단 게임을 도박과 약물같이 취급을 한게 무리수,1
63235, 그럼편지주소이런건어디서찾아요?ㅠㅠ,2
38865,"명박이 검찰인거야, 야당검찰인거야?",1
49319,상황이 매우 비관적이야. 가망이 보이지 않아.,2
49008,코로나 때문에 이차면접까지 통과했던 회사에서 채용 절차를 취소하겠대.,2
51361,미술학원 선생님이 내 그림이 형편없대.,2
11103,우버땜에 첨으로 벤츠타봄 ㅋㅋㅋ,0
49942,저번에 받은 건강검진 결과를 받았어. 그간 관리한다고 했는데 수치가 별로 좋지가 않아 실망이야.,2
45429,나 꿈을 접어야 할 것 같아 정말 실망스러워.,2
32991,내일은 족구 모임이 있는데 몸이 추운 게 감기에 걸릴 것 같아서 불안해.,1
13406,남의 시선을 의식해서 부유하지 않은 척하고 다녀.,1
2560,나이를 먹으니 이제 친구들이 편안한 것 같아.,0
49993,회사 내에서 조용히 지냈더니 내가 가장 만만했는지 직장 내 괴롭힘을 당했어. 많이 우울하고 속상해.,2
4643,건강 검진을 했는데 비염 외에는 내가 연배와 비교해 매우 건강하다고 칭찬받아 기분 좋아.,0
52997,학교 갈 때 엄마가 왜 동생한테만 인사를 해주는 걸까? 나도 받고 싶은데!,2
20379,고부간의 갈등을 겪고 있는데 남편은 시부모님의 입장만 해서 미치겠어.,1
7632,진짜 겸손하다 ㅜㅜㅜㅜㅜㅜㅜ,0
48529,나이를 먹었나. 그렇게 말이 잘 통하던 친구들하고도 이젠 말이 안 통하네.,2
18665,사람들이 이상하게 생각할까 봐 초조해서 아무 일도 못 하겠어.,1
49770,나 면접을 보다가 속상한 일이 있었어.,2
488,사장님이 우리 팀이 진행하고 있는 프로젝트에 지원을 약속하셨어! 너무 기뻐!,0
48743,내일 신입생 오리엔테이션 가는데 거기서 친구들 못 사귈까 봐 너무 걱정돼.,2
2413,안정적으로 사업을 자식들에게 물려줘서 큰 걱정이 없어.,0
7237,"이번 해투는 가요제이후로 절 젤로 웃긴, 도니님다운 몸개그와 언변이었다고 생각합니다!",0
56879,시어머니를 모시고 사는데 요즘 너무 힘들어.,2
31587,지금 집에서 애들에게 연락을 받았는데 집사람이 쓰러졌다네.,1
20752,지금 다니고 있는 회사가 어렵다는 소문이 돌고 있어. 소문 때문에 부하직원들의 마음에 동요가 심해져서 회사를 그만둘까 봐 걱정이야.,1
11870, 알콩달콩 행복한 가정 이뤄가시길,0
25486,모든 사람이 날 싫어할까봐 초조하고 불안해.,1
38930,박그네 또 거짓말이냐? 국민들이 호구들로 보이지?? 진짜 기가막힌다ㅋㅋㅋㅋ 반성의 기미가 안보이네?..,1
1416,몸 반쪽이 마비돼도 다시 움직일 수 있을 거라고 믿었어. 내 생각대로 다시 움직이게 되어 기뻐.,0
7036,존재감 쩔었음ㅎㅎㅎ,0
17444,김 과장 너무 짜증 나!,1
4727,우리 아버지는 항상 가족들을 위해서 가장의 역할을 충실하게 해 주셔.,0
12732,유재석 오라버니 해피투게더 봤어요,0
22859,일만 하다 보니 건강이 이렇게 나빠졌는지 몰랐네. 걱정이야.,1
27540,남자친구랑 결혼하는데 걔한테 빚이 있는 걸 알았어. 너무 당황스러운데 어쩌면 좋지?,1
7967, 지훈오빠 생일축하해요 ! ㅠㅠ,0
52008,아빠의 공부 강요 때문에 자살 시도까지 했는데 사과도 안 하셨어. 날 공부하는 기계로 봐서 슬퍼.,2
6946,어딜가나 박자 놓치는 고문관 한둘은 나오는데 오늘 집회 촛불 소등 완벽했음.,0
19455,날이 더워서 집 근처 식당에서 냉면을 먹었는데 이가 너무 시려. 짜증이 확 나더라고.,1
33339,결혼을 꼭 해야 하는 걸까? 화가 나.,1
12414,밀당보다 직진이 더매력쩔음,0
2803,아파트 청약에 당첨됐어.,0
1224,드디어 일을 끝냈어. 너무 힘들었어.,0
22182,나는 죽고 싶지 않아서 안절부절못하는데 나와 달리 마음의 여유가 있고 긍정적인 친구가 부러워.,1
61572,허벅지 안쪽 살좀 빼려고 하는데 진짜 안 빠지네요ㅠㅠㅠㅠㅠㅠㅠㅠ,2
9204,손수 만든 케익과 음식들과 선물 정도 생각하고 있구요,0
45100,자식들이 생활이 어렵다고 생활비를 못 준다더군. 자식들 도움 없이 앞으로 어떻게 살아가야 할지 막막하고 암울해.,2
49201,영어 문제 중에 정답이 헷갈리는 문제가 있었는데 일번을 선택하려다가 오번을 적었어.,2
7761,최고였음 역대최고의 드라마 드라마보면서 이만큼 눈물이나다니 가슴이먹먹함,0
46217,나는 해외여행을 가본 적이 없는데 친구들이 자기들이 다녀온 해외여행 이야기를 할 때면 괜히 질투가 나.,2
10776,그리고 아직도 나를 기다려 주는 당신이 고맙다.,0
8550,용감한시민상 솔선수범상줘야지,0
53688,오늘도 열심히 일하고 왔더니 집안 꼴이 아주 엉망이야. 너무 속상해.,2
31973,여자친구가 나 몰래 바람을 피우는 거 같아.,1
3139,학교에서 따돌림을 당해서 외롭지만 가족들이 있어서 포근한 느낌을 받아.,0
15201,주변 사람들 보면 나는 결혼하고 아이 키우는 삶을 살 수 있을지 걱정이야.,1
33253,나는 비혼주의임을 밝혔는데 친척이 자꾸 결혼 안 할 거냐고 물어봐. 그럴 때마다 스트레스 받아.,1
38250,나어제쉰사이에무슨일있었어??,1
6271,오늘 아내가 오랜 지병을 완치하여 퇴원하고 오랜만에 걱정 없이 잠을 푹 잤어.,0
3146,아들이 내 휠체어를 보더니 전동휠체어를 사줬어. 아들을 잘 키운 거 같아서 흐뭇하고 좋더라.,0
61399, 니가 감독이라면 잘도 니뽑겟다,2
19917,혼자인 것만 같아서 너무 외로운데 아무에게도 연락 안 하는 내가 한심해.,1
39184,수호지 무송급이네.....ㄷㄷㄷ,1
52844,은퇴도 했고 노후도 어느 정도 준비를 마친 거 같은데 왜 이렇게 슬픈 생각이 들까?,2
2708,딸이 곧 손주가 생길 거라는 소식을 전해 들었어. 정말 설레고 기뻐!,0
39224,아이폰7의 혁신은 구멍을막은것.다음혁신은 막힌구멍을뚫는거?,1
3372,오늘도 화목한 저녁 식사를 했어.,0
58711,아랫배보다 좀더 아랫쪽이 콕콕 쑤시거든요.ㅜㅜ,2
20549,내가 작성했던 답안이 갑자기 무효처리가 됐어. 등급이 떨어질까 봐 당황스러워.,1
59256, 더디게 빠지는게 참 힘드네요. ㅜ...,2
40305,끝까지 개 소 리,1
13126,우리 창고에 불이 났는데 누군가 버린 담배꽁초 때문이래. 그 사람 생각만 하면 화가 나.,1
34955,이런나라 개한민국이 선진국가라고?,1
59708, 연애너무어렵네요 ..,2
63299,난 아직 이렇게 니만 생각나는데 내는 어떡하라고 그러는데...?,2
58538, 동창회에도 안부르고 왕따는 아니였는데..,2
3844,이번에는 여름 방학이 길어져서 너무 신나!,0
47461,오늘 친구가 나에 대한 거짓말을 해서 선생님에게 불려갔어.,2
31780,자식들이 아무도 나를 도와주지 않아서 슬퍼.,1
56474,친구들이 내가 하고 싶은 일에 관심이 없어.,2
9886, 감솨합니당~ *^^*,0
35058, 왜그러지,1
194,오늘 항암치료를 마치고 퇴원하는데 의사가 나처럼 건강히 완치한 경우는 정말 드물대.,0
27093,내가 우리 동네 할머니들 중에서 제일 말주변이 없었어.,1
11593,김고은이넹^^,0
938,요새 매일 운동을 해서 건강한 편이야. 운동을 하니 몸도 가볍고 기분도 좋네.,0
6750, 화이팅!!^^,0
3749,비염이 있어 봄이 너무 무서운데 아직 봄이 되려면 시간이 꽤 지나야 해서 너무 다행이야.,0
46718,산부인과에 정기검진을 하러 갔더니 기형으로 태어날지도 모른다는 검사 결과가 나와서 충격이야.,2
44007,이쯤되면 농협을 해산해야된다,1
61060,요즘은 식당비싸서못가고 편의점 도시락먹는디...,2
33171,얼마 전에 친구를 만났는데 친구 아이를 보니까 너무 부럽고 속상하더라고.,1
16536,회사 승진시험에서 나쁜 결과가 나와서 슬퍼. 내가 남들보다 뒤처지고 있는 것 같아서 부끄러워.,1
61767, 몸무게가 겁나게 늘어서 입학 전까지 살빼려고 하는데 대충 5키로 감량으로 잡고있구요,2
50104,친구와 함께 첫 사업을 시작했는데 크게 망해버렸어.,2
7656,어느 한곳이라도특출나게 크고 있는 이들이있어 다행이다,0
46148,친구의 남편이 건설업을 하는데 은퇴 후 세 친구가 모여서 살기로 하고 땅을 오백 평을 같이 구매를 했어. 그런데 사기를 당했어.,2
52178,요즘 부모님이랑 사이가 너무 안좋다 보니까 집에도 들어가기 싫고 버려진 기분이야.,2
49521,요즘 대인 관계 때문에 마비된 기분이야.,2
37303,겁나 추운데...,1
57969,회사에서 정리해고 당해서 내가 쓸모없는 존재 같아.,2
9309,광고효과 지대로 얻네ㅋㅋ,0
26593,회사를 나오고 나니 많은 인간관계가 끊어진 것 같아.,1
8199,머찌다!!!!상남자 아이가~!!!,0
36072,증말? 루요????,1
56339,아이들이 괴롭혀서 아무것도 할수가 없네.,2
53791,요즘 너무 쓸쓸해.,2
987,예전엔 몰랐는데 내가 느긋한 건 엄마 아빠를 닮은 것 같아.,0
56717,추석이라 오랜만에 친척들을 만났어.,2
54705,어릴 적 부모님과 형제자매가 함께 지내던 시절이 그리워져서 슬퍼.,2
27505,애들이 집에만 있는데 나중에 사회생활을 제대로 할 수 있을까?,1
48831,우리 부모님은 날 사랑하지 않으시는 것 같아 우울해.,2
10648,백쌤과 소여사님 아기들 함께 늘~,0
28324,적지 않은 생활비를 줘도 아내는 늘 부족하다고 나를 무능한 사람 취급해. 짜증 나.,1
25157,병원 복도에서 마주친 노인이 갑자기 나에게 구토를 했어.,1
10466,"중학교, 고등학교도 있는데.",0
46512,정말 비통하고 원통해. 미치겠어.,2
4567,날 따돌렸던 애와 다른 반이 되어 너무 행복해.,0
3358,우리 동네 초등학교 애들 등하교 도우미로 참여하게 돼서 너무 신나!,0
14154,요즈음 돈 때문에 자식들 눈치를 보는 게 날 좌절하게 만들어.,1
24959,난 왜 키도 작고 눈도 작은 거야? 부모님을 잘못 만났어!,1
24294,나는 아기 낳고 싶지 않아.,1
49839,이 나이에 쉬다가 일을 하려니까 힘든게 많아.,2
52582,우리 직원 중에 일을 잘하는 친구가 회사를 그만두었어.,2
45923,늦게 퇴근을 했는데 집에 돌아와 보니 아내가 식탁에 저녁을 차린 채 잠이 들어 있었어.,2
60463, 미안하다.,2
35579,바퀴벌레가 날개짓을하는 순간 컨저링의공포를 느낄거다,1
45173,내가 세상에서 제일 못난 것 같고 서글퍼.,2
47872,매번 나한테만 일을 떠넘기니 나만 바보가 된 것 같아.,2
2185,결혼식에 많은 분들이 오셔서 축하해 주셨어.,0
54115,내가 따돌림을 당했는데 크게 잘못한 게 없다는 가해자 부모들 말이 기가 차.,2
54056,이제 빚은 만들지 않기로 약속했는데 남편이 또 현금서비스를 받았어.,2
60551,바쁘실것 같지만!!,2
3606,나이 드니까 친구 사귀는 게 힘들어. 정말 진정한 친구가 있는지도 모르겠어.,0
1454,퇴직금 덕분에 돈 걱정을 안 해도 돼서 편해졌어.,0
3193,아파서 일을 그만두게 되었는데 연금이 나와서 참 다행이야.,0
1733,어릴 때부터 여기에서만 살아서 나만큼 우리 동네의 역사를 아는 사람은 없을 거야.,0
58416,여럿이 한꺼번에 덤벼서 아무것도 할 수 없어. 무기력해져 슬퍼.,2
14593,형은 맨날 내 물건 손대면서 자기 물건 만지면 성질내는게 구역질나게 싫어!,1
48833,평생 가장으로 책임을 다하느라 마음 놓고 여행 한 번 가지 못한 친구가 안타까워.,2
60639, 그때쯤 어린이집에 보내본 선배님들계신가요?,2
24256,정말 당혹스럽네. 이런 일은 있을 수 없다고 생각해!,1
25563,죽기 전에 미련 없어야 한다는 생각 때문에 매일 마음이 급해.,1
6002,같이 요가 하는 사람들이 나랑 같이 있으면 즐겁대. 정말 뿌듯해.,0
50184,상사가 교묘하게 나를 무시하고 있어.,2
36263,어머나 세상에 ㅇㅁㅇ..,1
4467,오랜만에 온 가족이 같이 저녁 먹으러 밖에 나갔어.,0
55256,아들의 도움 없이는 생활비를 감당할 수 없어 슬퍼.,2
51437,엄마가 위암이라고 하는데 치료비가 걱정이야.,2
7549,응원합니다. 화이팅,0
52762,직장에서 인간관계가 너무 힘들어.,2
18720,남편이 노후 준비 자금으로 사업을 시작하자 하네? 너무 막막하다.,1
34802, 미국은 말 그대로 대박이다,1
8287, 진짜 주원은 여러모로 참 생각있는 배우인거같네..,0
9312,"캐스터님, 너무 아름다우시네요...",0
41301,염경업 자진사퇴~~!!,1
29549,어? 연금이 왜 이거밖에 안 나오지?,1
48237,이만큼이나 일했는데도 아직 한참 남았네.,2
8383,남친이 항상 내가 첫사랑이자 끝사랑이라고 늘 노래를 불렀음 ㅋㅋ,0
4480,오랜만에 가족 여행을 다녀와서 기뻐.,0
50509,아내가 자기가 병으로 죽고 나면 대학병원에 시신을 기증해 달라는데 고민이 돼.,2
934,이번에 드디어 취업에 성공해서 너무 기뻐!,0
49552,나는 이제 친구들과의 관계가 돌이킬 수 없게 됐어. 너무 당황스럽고 속상하다.,2
52472,지역 노인잔치에 갔는데 더 우울해졌어.,2
36646,근데 지금 다닌 회사 퇴직자분께 충격적인 말을 들었습니다ㅠ,1
3341,인적 관리가 어려운 것인데 내가 특히 잘하고 있다는 칭찬을 상사에게 들었어! 온종일 뿌듯해.,0
6328,펀드매니저의 도움으로 자산을 안전하게 투자하였어. 그래서 마음이 편해졌어.,0
46004,자격증 시험에 합격하지 못했어.,2
58384,내가 조금만 더 건강을 챙겼으면 자식들이 나 때문에 병원비를 내지 않아도 됐을 텐데 후회스러워.,2
6709,이번에 회사에서 보너스를 생각보다 많이 받아서 너무 행복해.,0
62266, 연락이 잘안되고 등등으로 서운하네요.,2
47738,내 옆자리에 앉은 동기가 나보다 훨씬 일을 잘하더라고.,2
49856,대학교를 들어가면서 친구랑 멀리 떨어지게 되어서 너무 슬퍼.,2
53709,아파서 근무 중에 인슐린 주사를 맞아야 한다는 게 내가 회사에서 잘린 이유라니 너무 슬퍼.,2
9218,컨디션이 좋지 않은 상태에서도 우승을 한 김연아 선수에게 아낌없는 박수를 드립니다..,0
45134,돈도 많은 우리 예쁜 딸이 내 치료비가 아깝대.,2
37285,실제로보니까 생각보다 작고 똥글 순하게생겼던디 그얼굴로 매날 만취해서 운전? ㅋ,1
9864,역시 오빤해내실 줄 알았어요~,0
44009,공감 이석기석방플래카드 이 나라 걱정,1
5579,이번 영어 시험에 통과했어.,0
52414,가족끼리 웃고 떠들다 보면 가끔 그 순간이 너무 행복해서 눈물이 날 것 같아.,2
36174,온세상이 대혼란의 소용돌이속에 있는듯...,1
13757,정년 날짜가 코앞으로 다가왔어. 근데 아직 제대로 노후 준비를 못 한 것 같아서 걱정이야.,1
57484,이번에 새로 들어온 신입한테 질투가 너무 나서 과한 업무를 줬어.,2
8920,여군이였으면 사령부에서 일했을 탁월한 인재,0
62376, 6000원짜리 알바지원해도 봐주지도 않구요..,2
16415,남자친구에게 명품 선물을 몇 번 받은 뒤로 언니가 점점 속물이 되어 가는 것 같아.,1
59202, 감당이 안된다,2
53291,오늘 회의 때 의견 충돌이 생겨서 상사랑 관계가 소원해져 버렸어.,2
49469,나 친했던 친구에게 배신당했어.,2
26219,불면증이 있다는 아내가 낮에 매일 자는 게 한심해 보여.,1
57896,세상에 나만 건강이 안 좋은 것 같아.,2
55370,오래 실무를 한 나와는 생각이 다른 상사의 독단적인 결정에 따라야 했어.,2
11941,진짜 일본 농협은 슬램덩크에 지분이라도 줘야짘ㅋㅋ,0
4776,게임에서 만나 좋아하게 된 사람을 내일 실제로 보기로 했어.,0
53539,만성 질환 없이 노년까지 건강 관리를 잘한 줄 알았는데 그게 아니었어.,2
38433,내성이 아니고 흡수가줄어든다는게맞네,1
63240,군대에 있는 남친이 생각나요...,2
48609,나 지난주에 안 좋은 일이 있었어. ,2
786,휴가 기간에 나 대신 일 처리해 준 것 고마웠어!,0
8632,리스펙.......,0
54549,다른 직장 동료들은 명품 하나씩 있는데 난 그럴 수가 없어.,2
10641,항상 쉽고 머리에 쏙쏙 들어오게 요리를 해주시는 백주부님고맙습니다.,0
14290,이번에 결혼하게 됐는데 시댁에서 원하는 혼수가 우리의 수준과 맞지 않아서 버거워,1
6829, 정말 멋졌어요!,0
1383,은퇴 전까지 목표했던 목돈을 드디어 달성했어. 정말 신난다.,0
11192,아스날 존!나!웃기네 ㅋㅋㅋㅋㅋㅋ,0
47410,의사가 생각보다 내 간경변증이 빠르게 진행되고 있다고 말했는데 너무 우울해.,2
57342,선생님이 내가 한 숙제를 반에 공개하면서 웃음거리로 만들었어.,2
7132,맹뚜기 30초요리ㅋㅋㅋㅋ,0
53795,이번달도 적자야.,2
58234,저번 주말에도 아이를 혼자 봤어. 정말 지쳐.,2
9771,늘 감사한 마음이 커요.,0
9126, 무슨 영화보는 줄 알았네..,0
8916,차태현 인성 갑이다,0
60293,제가 잘못한거죠?,2
51002,선생님은 학교폭력에 대해 자기만 믿으라고 해놓고 아무런 조치도 해주지 않아. 실망이야.,2
27037,성적이 자꾸 떨어져.,1
7013,회복하셨다니 다행입니다. 응원합니다!,0
39384,나치때 인간 생체실험이랑일제강점기 민중들 대상으로 한 생체실험맥락이 같은 거 이해못하냐?,1
6897,맨유 : 아스날 경기가 기대된다ㅎㅎ,0
11915, 조금 온다맼ㅋㅋㅋ,0
2223,내 자식들은 지금까지 말썽 한 번 부린 적 없어 믿음이 가고 편해.,0
5597,나를 방관하지 않고 학교폭력 실태 설문지를 솔직하게 작성해준 반 친구들한테 정말 고마워.,0
37801, 통치행위라고???,1
55637,노인정에 가면 돈 없다고 차별하는 노인들 때문에 가기가 싫어.,2
37325,이세영씨가 글도 쓰세요??,1
46593,나 잠이 잘 안 와.,2
3942,건강검진을 했는데 신체 나이가 삼십이래. 너무 기뻐.,0
12148, 20번째 생일을 맞이하셔서 무지 기쁘실거예요.,0
42533,국민은지금 더피눈물나고있다 국정마비.,1
41823,안민석의원 지나친 의욕에 허위사실유포하고 그러면 당신도 가만안놔둬요....!,1
33914,36도라고...미쳤다,1
3677,걷기운동을 했더니 체력이 좋아지는 것이 느껴져.,0
63619,프사 의미부여를 심하게 하는 저로선그녀가 그녀남자친구랑행복해하는 사진을 본다면전 엄청 괴로울거같아요,2
1820,나 조만간 수술을 해야한대.,0
46213,대기업 회사에 취직시켜준다고 했는데 알고 보니 취업 사기였어. 배신당한 기분이야.,2
6778,세븐틴 예쁘다!!,0
48063,헤어진 애인한테 연락이 올까 봐 기다렸는데 연락이 안 왔어. 가슴이 너무 아파.,2
3696,나를 괴롭히던 가해학생에게 끝까지 반항하면서 소리를 지르니까 나를 더 이상 괴롭히지 않았어. 정말 홀가분해.,0
57694,남편은 가정은 신경도 안 쓰고 자신의 취미 생활에만 몰두를 해 너무 슬퍼.,2
6480,어제 남자친구한테 결혼 이야기를 꺼내 봤는데 남자친구가 기대에 찬 눈빛으로 내 말을 들어주더라.,0
4132,할머니 사는 곳에 지진이 났었는데 할머니 댁은 피해가 없었대. 다행이야.,0
3445,오랜만에 학교 친구들과 여행을 가게 되어서 정말 신이 나.,0
41417,"예산낭비의 표본도대체 얼마를 들여, 헛 짓을 했는지필히 감사해야함",1
39256,의외로 기능도 어려워 하시던데.,1
34720,윤석민이 보호 명단???,1
33626," 아기 몸도 무지 뜨겁고 태열, 땀띠 등등 생길까해서 더군다나 에어컨 없구요ㅠ..",1
40157,그려면서 저것도 창조경제라고 일관하겠지,1
38637,약한남자의 선천적힘?????????,1
11500,재석이형 정말형 팬이에요~~~~,0
12302,세이콘 이제 경질기사 뜨겠구먼ㅋㅋㅋㅋㅋㅋㅋ,0
51928,헤어진 연인의 연락을 기다리는 내가 실망스럽고 한심해.,2
56695,오늘 원했던 직장 최종 면접을 봤는데 너무 못 본 것 같아 너무 속상해.,2
39828,과거 박정희가 어쨋건 지금 박근혜는 반드시 탄핵되어야할 마땅한 이유가 있다,1
5740,노인정에 나갔다가 한 할아버지한테 데이트 신청을 받아서 기분이 좋아.,0
3688,이번 사내 공모전에서 일등을 했어. 너무 기뻐!,0
28677,아이들과 저녁을 먹으면서 친구 관계에 대해서 대화를 했는데 대인관계의 관념에 차이에 당황했어.,1
663,나 친구랑 놀기로 했다!,0
38608,올 시즌에 류현진은 왜?,1
14318,학교폭력의 방관자가 되어버렸어. 어떻게 해야 할지 모르겠고 혼란스러워.,1
45536,중간고사 봤는데 정답지를 밀려 썼어. 눈물이 나.,2
61678,일도 편하고 개인시간도 많고 한데 매년 3%씩 뿐이 안오릅니다,2
7103, 기대보다 빨리 실현되어 너무나 행복하네요!!,0
46135,내 용돈을 모아서 산 게임기를 누나가 마음대로 버렸는데 무서워서 말도 못 하고 있어 힘들어.,2
25593,절약하며 산다고 생각했는데 통장을 확인해 보니 여유 자금이 없네.,1
56403,아직 정년퇴직이 오 년 이나 남았는데 회사에서는 벌서 퇴직을 해주기를 바라고 있어.,2
15087,요즘 취업 준비 때문에 신경이 날카롭고 모든 게 성가셔.,1
18366,요즘 탈모가 생겼는데 노인정 사람들이 따돌려서 역겨워.,1
28310,오늘도 우리 반 애들이 날 따돌리고 괴롭혔어. 이런 상황이 계속될까 봐 너무 두려워.,1
50968,반에서 친구들과 어울리지 못해서 너무 우울해.,2
12910,요즘 시간이 생길 때마다 은퇴 후의 삶에 대하여 고민하는 시간이 늘고 있어.,1
22775,나 이번에 내가 원하는 회사에 취업했어!,1
60870,이 부부는 볼때마다 부럽다,2
10639,또 감사하답니다,0
58656,살아있는게 지옥인데?,2
57561,헬스장에 갔는데 내 몸 보고 더 비싼 클래스를 권유하더라고. 내 몸을 보고 그러니까 충격받았어.,2
3309,나는 우리 회사에서 이 직무에 가장 뛰어나.,0
40236,교육감이 교육을 엉망으로 만들었다,1
63135,인천 아니면 부천이던데여기에도 군부대있나요??ㅠㅠ,2
3565,이번 회의에서 내 의견이 잘 반영돼서 내가 원하는 대로 프로젝트가 진행될 것 같아.,0
5197,면접에 합격하고 나니까 맥이 풀리네. 출근까지 일주일 정도 남았으니 밀린 잠부터 잘 거야.,0
1086,학교폭력을 당해 고통받는 친구가 있었는데 내가 그 친구를 도와줬어.,0
16868,뒤늦게 따돌림을 사과하는 친구들에게 화가 나서 투덜거렸어.,1
5577,나는 나의 선배를 믿을 수 있어.,0
19907,친구가 가방을 골라 달라고 하기에 적극적으로 추천해 줬는데 나중에 보니 다른 친구가 추천한 가방을 샀더라고. 이뿐 아니라 친구들이 내 제안을 계속 무시해서 자꾸만 좌절해.,1
3268,동생이 또 돈을 보내줬어. 참 좋은 동생을 둔 것 같아서 감사한 마음이야.,0
38750,김재호가 또 이걸?,1
48142,큰아버지 돌아가실 때 주변에 아무도 없이 그냥 그렇게 돌아가셨잖아. 자식도 있고 아내도 있으면서.,2
36889,저를 부르는데 다른여자이름으로 부르더라고요,1
5531,건강검진 결과가 나왔는데 건강하다고 해서 안심이야.,0
1959,나는 올해 주식 공부를 열심히 해서 꼭 천만 원을 만들어 볼 거야!,0
54174,값비싼 시계를 취미로 모으는 친구가 있는데 그 친구를 보면 내 신세가 서글픈 것 같아.,2
31295,전공 선택을 앞두고 고민이야. 머리가 지끈지끈 아파.,1
46458,가족과 회사 일에 너무 시달려서 그런지 몸이 너무 안 좋은 거 같아.,2
8048,몇번을 봐도 몰랐는데 진짜 대단한 드라마다!!!,0
6309,주말에 아들하고 자전거 타러 갈 생각을 하니 마음이 편안하네.,0
5062,나는 아들보다 딸이 더 좋을 것 같아.,0
57131,힘든 일로 오랜 친구들과 연락을 끊어낸 것이 후회돼.,2
7950,아무리봐도 백쌤 만큼 손쉽게 맛잇게 빠르게 만드는 요리사는없는것같아요,0
7644,신동엽 대상타는거 보려고 이시간까지 봤다.정말 기쁘고 속 시원하다. 신동엽 축하드립니다,0
17877,폐병이 나서 회의적이야.,1
20795,친척이 볼 때마다 결혼 언제 하냐고 보채길래 누구처럼 고생하면서 살고 싶지는 않다고 했어.,1
49304,친구와 싸웠는데 너무 슬프고 후회돼.,2
49400,부장이 자신의 업무를 나한테 떠넘겨서 너무 힘들어. 업무를 혼자서는 처리할 수 없어서 부장에게 얘기해야겠어.,2
2503,드디어 공무원시험에 합격했어! 다 인터넷 강의 선생님 덕분이야.,0
25428,폐렴 때문에 기침이 나는데 상황 때문에 기침을 숨겨야 해서 힘들어.,1
49466,가족들 먹여 살리기엔 월급이 너무 부족해.,2
62328,막막하네요ㅠㅠ,2
1637,나 수학 시험 일등 했어. 너무 좋아.,0
58065,와이프와 다투는 일이 많아지다 보니 대화가 단절되고 부부관계가 마비된 것 같아.,2
57413,나 가족들과 사이가 너무 비통해.,2
8608,우리나라 국민들 멋있다. 한동안 잊고 있었다. 역시 대한민국 만세,0
47537,친구들이 내가 뚱뚱하다는 이유로 놀려서 상처받았어.,2
53426,손자가 희귀병에 걸려서 병원비가 많이 드는데 내가 도움이 못 돼서 한스러워.,2
10446,오늘 정상호 2출루에 아주 대단했음 폭투 될만한 거 다 블로킹해주고...,0
45292,아들이랑 앞으로 잘 살아 보려고 집도 새로운 곳으로 구했는데 거절당했어.,2
2344,담배 끊은 지 두 달째인데 오늘 조기축구에서 두 골을 넣었어. 건강해졌나 봐.,0
24047,요새 젊은 친구들은 끈기가 없어.,1
48462,아빠 없이 아이를 키우려니 너무 막막하고 세상에서 고립된 기분이야.,2
2459,우리 반에 이제까지 나를 심하게 괴롭히던 무리 애들 세 명이 있었는데 그 애들이 드디어 처벌받게 되었대. 반도 다른 반으로 보내진다고 하고. 정말 다행이야.,0
3609,학교 시험에 백 점을 받아서 부모님께 칭찬을 받아서 기분이 너무 좋아.,0
60179, 공주는 똥싸지 않는가?,2
63422,내가 로그아웃하면 끝나지?,2
